City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Baguio City,11/16/2023,12.07,33.83,0.72,18.25,10.27,4.59,0.5,16.21,54.72,0.05,1.29,0.13,,
Baguio City,4/25/2023,14.22,42.48,1.39,20.17,11.91,4,0.45,18.1,43.53,0.13,1.09,0.13,,
Baguio City,12/25/2023,16.84,52.82,1.54,27.54,15.99,3.61,0.95,17.17,42.88,0.17,2.37,0.24,,
Baguio City,9/12/2023,15.61,34.03,0.66,19.93,10.94,4.56,0.46,21.35,54.64,0.06,1.09,0.11,,
Baguio City,7/3/2023,17.84,39.32,1.81,26.79,9.83,12.18,0.53,26.62,41.27,0.28,1.46,0.16,,
Baguio City,5/22/2023,10.92,36.43,1.52,24.2,13.97,5.86,0.52,23.46,56.71,0.15,1.38,0.12,,
Baguio City,2/19/2023,12.12,51.2,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32,0.14,,
Baguio City,10/8/2023,18.88,33.63,0.73,20.95,11.65,5.5,0.52,15.99,75.1,0.07,1.06,0.12,,
Baguio City,8/23/2023,12.26,40.77,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19,0.18,,
Baguio City,2/9/2023,16.26,32.88,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,0.12,,
Baguio City,7/19/2023,19.46,40.18,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65,0.13,,
Baguio City,12/16/2023,12.9,42.63,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31,0.1,,
Baguio City,4/8/2023,16.52,40.48,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13,0.12,,
Baguio City,9/3/2023,14.8,45.39,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,0.2,,
Baguio City,1/16/2023,20.38,42.33,0.8,18.26,10.36,2.01,0.31,9.68,47.37,0.22,1.39,0.1,,
Baguio City,5/20/2023,18.98,34.35,3.71,28.19,18.1,4.94,0.49,14.94,30.27,0.18,3.67,0.18,,
Baguio City,4/1/2023,15.77,40.21,7.98,36.52,26.01,2.85,0.46,13.66,30.54,0.27,3.55,0.44,,
Baguio City,2/13/2023,16.78,45.15,2.87,27.95,16.23,4.57,0.44,18.83,38.25,0.27,3.08,0.19,,
Baguio City,6/17/2023,12.04,36.7,3.87,25.45,16.74,4.45,0.45,18.94,34.87,0.28,1.73,0.14,,
Baguio City,9/26/2023,10.33,34.93,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02,0.15,,
Baguio City,6/21/2023,10.33,51.6,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81,5.99,,
Baguio City,6/12/2023,13.51,32.11,1,24.16,13.66,4.77,0.46,14.9,40.53,0.06,1.31,0.2,,
Baguio City,1/9/2023,14.89,33.22,1.43,20.53,12.15,5.4,0.43,16.53,42.92,0.11,1.04,0.11,,
Baguio City,12/11/2023,17.61,49.16,2.36,30.66,18.32,4.41,0.76,14.36,38.26,0.08,2.31,0.28,,
Baguio City,6/22/2023,15.63,35.31,4.83,36.24,23.3,4.23,0.73,17.88,24.68,0.08,2.16,0.31,,
Baguio City,7/28/2023,19.81,40.92,3.08,26.62,16.74,3.09,0.53,17.43,27.85,0.1,1.04,0.17,,
Baguio City,11/2/2023,14.92,52.65,2.1,22,13.49,3.36,0.36,19.5,32.37,0.07,0.44,0.1,,
Baguio City,6/3/2023,11.36,53.64,1.72,20.71,12.5,2.82,0.32,18.01,32.91,0.05,0.23,0.1,,
Baguio City,10/25/2023,14.62,50.24,1.2,22.16,12.76,2.1,0.35,17,40.21,0.03,0.41,0.1,,
Baguio City,6/21/2023,14.26,35.17,4.39,29.37,19.27,2.9,0.42,16.27,29.58,0.11,0.91,0.24,,
Baguio City,2/11/2023,12.98,44.53,6.49,29.88,21.26,2.4,0.59,13.78,23.41,0.07,0.72,0.12,,
Baguio City,5/26/2023,11.11,50.39,7.23,30.62,22.26,2.68,0.61,12.6,27.29,0.09,0.67,0.1,,
Baguio City,1/31/2023,16.55,53.56,11.11,30.36,25.27,2.7,0.57,14.32,26.69,0.27,0.83,0.16,,
Baguio City,3/12/2023,19.59,37.31,8.27,25.22,20.23,2.46,0.62,16.24,22.99,0.23,1.38,0.59,,
Baguio City,6/26/2023,14.62,53.74,2.55,18,11.62,3.43,0.58,18.86,26.64,0.21,0.49,0.16,,
Baguio City,7/14/2023,10.97,44.26,0.93,18.2,10.43,1.28,0.39,23.12,30.24,0.09,0.56,0.16,,
Baguio City,2/3/2023,18.09,53.91,2.64,22.88,14.4,1.91,0.33,17.88,25.83,0.17,0.97,0.17,,
Baguio City,7/21/2023,20.21,46.25,4.61,23.47,16.32,1.62,0.28,17.09,27.47,0.11,0.82,0.15,,
Baguio City,11/21/2023,15.11,33.99,5.45,25.64,18.15,2.13,0.51,20.09,32.1,0.15,1.14,0.11,,
Baguio City,12/12/2023,19.3,52.35,5.24,26.2,18.29,2.44,0.34,23.89,26.88,0.2,1.2,0.11,,
Baguio City,10/12/2023,18.61,33.33,5.28,22.68,16.42,2.06,0.56,22.58,25.94,0.15,2.15,0.18,,
Baguio City,10/9/2023,20.71,43.59,1.25,4.58,3.13,3.6,0.42,14.79,36.77,0.2,1.3,0.25,,
Baguio City,10/9/2023,10.7,37.97,0.74,3.7,2.34,2.84,0.4,15.89,31.62,0.03,0.56,0.17,,
Baguio City,2/19/2023,18.78,47.01,2.92,9.95,7.26,2.99,0.36,16.35,32.13,0.12,1.45,0.22,,
Baguio City,10/8/2023,15.69,47.66,4.68,17.05,12.96,2.72,0.47,15.46,27.69,0.18,2.6,0.29,,
Baguio City,3/6/2023,11.57,40.59,4.74,19.35,14.24,5.9,0.45,19.19,31.87,0.44,16.07,0.39,,
Baguio City,3/29/2023,11.57,47.87,3.29,16.01,11.13,5.05,0.43,12.93,35.8,0.18,2.28,0.21,,
Baguio City,11/16/2023,18.36,53.52,2.14,13.16,8.82,6.07,0.54,20.51,33.08,0.08,1.4,0.26,,
Baguio City,9/25/2023,14.49,53.12,1.11,5.65,3.93,5.5,0.44,13.82,37.65,0.05,1.13,0.26,,
Baguio City,6/27/2023,16.05,48.29,1.25,4.64,3.56,4.81,0.49,9.71,34.63,0.03,0.98,0.18,,
Baguio City,1/30/2023,12.33,46.43,2.53,9.64,7.23,4.25,0.5,15.68,29.49,0.09,1.26,0.2,,
Baguio City,8/31/2023,11.85,51.91,8.56,12.71,13.79,3.87,0.42,15.77,22.09,0.09,0.98,0.16,,
Baguio City,10/23/2023,14.65,47.75,2.09,7.06,5.44,3.02,0.32,9.04,24.9,0.11,0.85,0.12,,
Baguio City,6/3/2023,20.02,48.2,12.82,24.43,23.57,2.84,0.38,21.66,27.89,0.11,1.35,0.27,,
Baguio City,11/30/2023,20.55,42.13,4.57,10.04,8.96,3.4,0.38,12.51,20.01,0.09,0.96,0.15,,
Baguio City,8/26/2023,10.53,39.9,1.4,3.94,2.89,3.12,0.55,14.14,22.33,0.13,0.94,0.16,,
Baguio City,3/1/2023,11.98,42.2,0.65,2.08,1.4,2.17,0.33,12.58,22.05,0,0.38,0.1,,
Baguio City,4/18/2023,11.53,39.57,5.81,11.39,9.53,2.47,0.56,21.15,19.61,0.1,0.84,0.15,,
Baguio City,10/11/2023,11.59,32.61,5.36,10.03,9.41,1.87,0.31,14.72,22.5,0.19,0.98,0.13,,
Baguio City,5/25/2023,12.05,32.96,2.17,4.4,4.19,2.59,0.38,11.66,24.46,0.2,0.88,0.11,,
Baguio City,9/10/2023,14.18,41.56,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5,0.21,,
Baguio City,11/26/2023,10.65,51.55,1.61,1.52,1.86,2.44,0.46,13.29,18.07,0.04,0.26,0.1,,
Baguio City,5/1/2023,11.12,41.09,1.48,3.35,2.36,4.4,0.32,11.83,20.23,0.09,0.36,0.1,,
Baguio City,7/1/2023,17.27,38.07,1.68,4.02,3.51,6.13,0.34,10.88,23.92,0.19,0.4,0.1,,
Baguio City,9/7/2023,12.89,40.47,2.74,6.1,5.55,6.38,0.34,26.08,26.62,0.35,0.49,0.1,,
Baguio City,9/12/2023,16.84,33.35,2.96,6.48,5.95,6.28,0.34,13.35,21.06,0.06,0.61,0.12,,
Baguio City,3/23/2023,20.75,31.08,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5,0.1,,
Baguio City,5/15/2023,17.93,48.18,3.47,7.66,6.99,6.31,0.27,11.94,22.68,0.29,0.5,0.1,,
Baguio City,2/18/2023,18.95,31.74,3.17,10.11,8.05,6.98,0.41,11.86,22.62,0.12,1.08,0.16,,
Baguio City,3/13/2023,13.33,43.32,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,0.28,,
Baguio City,12/14/2023,11.1,34.97,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94,0.14,,
Baguio City,8/24/2023,18.14,49.14,1.89,7.45,5.5,6.45,0.32,12.44,25.4,0.37,0.73,0.28,,
Baguio City,3/1/2023,18.13,51.86,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,0.24,,
Baguio City,4/27/2023,13.9,43.33,2.21,12.18,8.29,17.46,0.55,18.77,31.69,0.05,1.04,0.3,,
Baguio City,7/15/2023,12.1,34.98,3.3,11.48,8.92,17.92,0.89,18.89,31.23,0.15,1.48,0.26,,
Baguio City,8/31/2023,15.01,49.74,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,0.27,,
Baguio City,6/7/2023,16.58,44.17,5.09,11.78,10.49,12.69,0.46,14.24,17.41,0.12,2.45,0.54,,
Baguio City,10/29/2023,13.98,33.94,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13,0.27,,
Baguio City,8/1/2023,18.93,37.68,3.19,7.96,6.83,9.64,0.45,13.99,26.75,0.05,1.45,0.37,,
Baguio City,11/21/2023,11.38,31.18,3.35,11.9,9.14,8.4,0.65,14.02,30.06,0.08,1.85,0.39,,
Baguio City,11/24/2023,15.39,39.06,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97,0.46,,
Baguio City,10/28/2023,20.89,52.98,3.08,13.18,9.6,12.31,0.64,15.3,51.95,0.34,4.49,0.32,,
Baguio City,7/11/2023,18.82,39.01,5.32,13.02,11.34,10.32,0.52,11.22,28.81,0.26,4.8,0.42,,
Baguio City,4/18/2023,14.89,50.23,3.47,11.3,8.92,9.41,0.58,12.14,27.95,0.13,2.5,0.32,,
Baguio City,3/9/2023,16.56,36.62,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14,0.24,,
Baguio City,5/28/2023,14.74,48.42,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2,0.18,,
Baguio City,8/28/2023,10.47,46.5,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97,0.22,,
Baguio City,8/23/2023,14.51,32.72,8.72,16.43,15.93,7.32,0.59,11.26,25.66,0.25,2.18,0.28,,
Baguio City,5/1/2023,15.04,48,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74,0.16,,
Baguio City,6/14/2023,14.9,47.29,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11,0.23,,
Baguio City,10/25/2023,12.9,40.85,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46,0.16,,
Baguio City,12/25/2023,14.23,43.5,3.59,11.1,8.92,7.35,0.72,9.54,24.82,0.2,3.1,0.22,,
Baguio City,5/15/2023,14.28,53.87,3,9.97,7.46,8.32,0.76,14.66,22.53,0.23,3.37,0.22,,
Baguio City,5/28/2023,13.29,49.59,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71,0.17,,
Baguio City,5/8/2023,13.48,40.63,3.98,13.01,10.25,8.33,0.65,15.46,29.36,0.22,3.84,0.24,,
Baguio City,12/27/2023,15.54,44.91,6.02,13.63,12.23,8.18,0.62,12.08,28.76,0.2,2.33,0.22,,
Baguio City,4/9/2023,16.97,42.83,7.47,13.82,13.43,6.44,0.64,11.34,25.6,0.27,4.01,0.29,,
Baguio City,12/1/2023,16.53,42.48,6,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21,0.2,,
Baguio City,1/21/2023,12.36,45.63,7.8,11.45,12.51,7.12,0.6,11.51,31.08,0.16,1.6,0.16,,
Baguio City,7/12/2023,15.01,50.77,5.08,15.53,12.48,9.29,0.67,12.3,45.78,0.31,2.35,0.18,,
Baguio City,11/13/2023,10.41,38.27,4.62,20.7,14.85,10.74,0.68,17.89,41.87,0.44,5.99,0.21,,
Baguio City,3/23/2023,11.99,38.66,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45,0.28,,
Baguio City,12/2/2023,15.27,39.36,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7,0.27,,
Baguio City,7/13/2023,14.05,34.62,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,1/15/2023,16.24,48.38,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,7/30/2023,15.8,31.3,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,10/9/2023,15.42,41.73,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,8/4/2023,12.09,34.67,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,9/25/2023,11.33,35.37,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,10/31/2023,20.65,53.69,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,9/1/2023,12.58,37.5,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,6/24/2023,12.24,50.79,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,4/6/2023,13.49,51.96,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,6/24/2023,15.26,43.8,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,9/22/2023,19.8,36.48,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,4/15/2023,11.34,47.5,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,10/1/2023,15.72,36.78,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,2/19/2023,19.98,34.9,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,12/17/2023,19.31,34.24,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,5/9/2023,12.92,32.19,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,7/31/2023,20.3,37.36,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,3/18/2023,14.84,52.81,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,2/12/2023,12.4,43.27,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,11/17/2023,12.27,36.13,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,2/22/2023,11.41,43.68,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,5/11/2023,16.56,32.17,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,6/3/2023,17.22,46.45,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,10/1/2023,10.33,50.12,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,3/26/2023,11.36,31.7,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,8/28/2023,19.52,32.84,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,5/7/2023,13.28,33.17,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,8/7/2023,15.7,53.95,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,4/5/2023,15.94,44.89,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,2/1/2023,12.8,52.03,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,9/21/2023,12.4,39.8,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,11/13/2023,19.09,42.07,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,12/13/2023,19.09,45.18,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,11/16/2023,11.01,34.46,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,3/15/2023,15.57,47.3,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,7/19/2023,10.26,47.3,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,12/20/2023,18.78,47.8,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,11/29/2023,19.39,44.91,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,7/4/2023,11.31,52.33,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,11/2/2023,11.98,44.51,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,6/17/2023,13.42,37.42,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,5/4/2023,17.6,46.82,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,4/11/2023,17.33,34.07,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,5/3/2023,13.11,35.2,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,7/31/2023,16.83,40.49,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,6/26/2023,18.81,36.06,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,4/4/2023,19.26,42.2,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,3/27/2023,13.22,35.18,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,2/26/2023,16.2,31.91,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,3/25/2023,20.21,31.81,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,8/20/2023,16.25,31.15,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,8/27/2023,10.51,49.94,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,7/1/2023,14.31,50.57,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,4/26/2023,11.16,53.26,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,11/30/2023,19.65,32.88,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,11/19/2023,20.54,42.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,12/2/2023,13.34,42.71,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,3/16/2023,13.85,39.06,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,9/6/2023,12.81,32.93,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,12/2/2023,15.42,49.63,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,8/28/2023,12.41,50.32,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,9/14/2023,19.13,44.41,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,11/19/2023,10.85,31.49,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,3/27/2023,17.98,44.95,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,4/7/2023,20.77,38.62,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,3/6/2023,11.99,52.51,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,1/2/2023,10.05,40.52,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,10/24/2023,10.13,39.35,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,10/23/2023,12.44,46.24,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,1/23/2023,20.54,44.03,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,5/4/2023,12.59,40.7,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,6/6/2023,16.83,34.11,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,6/29/2023,20.23,43.81,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,5/11/2023,14.02,53.36,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,11/5/2023,15.94,45.92,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,12/2/2023,19.89,40.97,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,5/18/2023,20.06,42.97,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,1/4/2023,20.69,50.17,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,1/9/2023,13.12,46.26,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,1/23/2023,13.4,37.51,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,10/13/2023,10.69,48.99,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,7/19/2023,15.58,46.56,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,1/17/2023,12.04,36.96,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,5/20/2023,16.76,42.59,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,1/10/2023,10.67,35.48,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,7/18/2023,11.2,51.41,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,1/7/2023,16.41,44.84,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,12/31/2023,10.57,35.91,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,9/26/2023,14.56,41.27,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,11/12/2023,15.95,43.61,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,6/2/2023,19.9,36.71,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,10/17/2023,14.09,40.96,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,4/22/2023,16.8,38.23,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,1/31/2023,18.82,43.34,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,2/14/2023,20.57,44.48,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,11/2/2023,12.78,35,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,6/3/2023,17.57,43.45,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,11/12/2023,13.48,51.65,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,11/18/2023,14.28,35.1,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,12/29/2023,16.97,49.11,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,3/29/2023,11.95,36.2,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,6/12/2023,15.87,46,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,9/1/2023,11.06,38.22,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,2/14/2023,11.56,31.17,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,2/12/2023,10.17,43.21,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,1/22/2023,15.17,33.97,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,2/15/2023,16.45,49.41,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,2/7/2023,10.26,43.75,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,8/22/2023,13.93,49.5,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,2/8/2023,18.28,48.84,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,2/4/2023,14.15,50.44,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,12/1/2023,20.62,42.79,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,5/3/2023,19.06,35.84,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,12/31/2023,12.98,46.02,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,2/19/2023,17.24,39.3,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,5/28/2023,18.01,45.76,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,12/23/2023,20.85,50.79,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
